UPC1, Item, Descrption, Cost, Price, Category, SubCategory, SubCategory2, SubCategory3, Vendor, GR, GC, VR, VC, Total Inventory
40002184001,530016,,$3.00 ,,,,,,,,,,,
40002257001,575020,,$7.50 ,,,,,,,,,,,
40002385001,340016,Bracelet,$4.00 ,,,,,,,,,,,
40002419001,590028,,$9.00 ,,,,,,,,,,,
40002442001,532516,,$3.25 ,,,,,,,,,,,
40002487001,365020,,$6.50 ,,,,,,,,,,,
40002488001,380022,,$8.00 ,,,,,,,,,,,
40002490001,347516,,$4.75 ,,,,,,,,,,,
40002493001,590026,,$9.00 ,,,,,,,,,,,
40002505001,     BC00201,,$3.83 ,,,,,,,,,,,
40002506001,     BC00203,,$3.81 ,,,,,,,,,,,
40002507001,     BC00210,,$3.67 ,,,,,,,,,,,
40002508001,     BC00219,,$3.92 ,,,,,,,,,,,
40002525001,       CAP19,,$6.00 ,,,,,,,,,,,
40002526001,       CAP01,,$6.00 ,,,,,,,,,,,
40002617001,335016,,$3.50 ,,,,,,,,,,,
40002618001,112508,,$1.25 ,,,,,,,,,,,
40002648001,422510,,$2.25 ,,,,,,,,,,,
40002705001,155016,,$5.50 ,,,,,,,,,,,
40002726001,142514,,$4.25 ,,,,,,,,,,,
40002771001,577522,,$7.75 ,,,,,,,,,,,
40002799001,5105030,,$10.50 ,,,,,,,,,,,
40002800001,580024,,$8.00 ,,,,,,,,,,,
40002807001,415008,,$1.50 ,,,,,,,,,,,
40002828001,    SC309501,,$4.15 ,,,,,,,,,,,
40002848001, L9538SDA325,,$34.61 ,,,,,,,,,,,
40002862001,417510,,$1.75 ,,,,,,,,,,,
40002887001,    SC309507,,$3.59 ,,,,,,,,,,,
40002924001, L9449SAF462,,$35.85 ,,,,,,,,,,,
40002985001,272522,Necklace,$7.25 ,,,,,,,,,,,
40002988001,     JO5201K,,$43.65 ,,,,,,,,,,,
40003030001,    SC408101,,$4.73 ,,,,,,,,,,,
40003063001, L9916SAD445,,$34.55 ,,,,,,,,,,,
40003068001,370022,,$7.00 ,,,,,,,,,,,
40003107001,   JPW4896KN,,$43.68 ,,,,,,,,,,,
40003109001,317512,,$1.75 ,,,,,,,,,,,
40003112001,432512,,$3.25 ,,,,,,,,,,,
40003115001,587526,,$8.75 ,,,,,,,,,,,
40003135001,362518,,$6.25 ,,,,,,,,,,,
40003202001,    SC408119,,$4.73 ,,,,,,,,,,,
40003224001,592528,,$9.25 ,,,,,,,,,,,
40003259001,805703,,$2.22 ,,,,,,,,,,,
40003264001,345016,,$4.50 ,,,,,,,,,,,
40003265001,367522,,$6.75 ,,,,,,,,,,,
40003298001,       CAP02,,$6.50 ,,,,,,,,,,,
40003299001,    JD1064B2,,$43.77 ,,,,,,,,,,,
40003300001,     JW5167S,,$43.76 ,,,,,,,,,,,
40003315001, L3071SVP437,,$28.24 ,,,,,,,,,,,
40003420001,    IB028403,,$20.41 ,,,,,,,,,,,
40003422001,     LG00219,,$6.61 ,,,,,,,,,,,
40003464001,       HST15,,$7.37 ,,,,,,,,,,,
40003479001,690403,,$36.00 ,,,,,,,,,,,
40003482001,692616,,$18.00 ,,,,,,,,,,,
40003528001,132112,,$3.21 ,,,,,,,,,,,
40003549001,    T6300001,,$2.00 ,,,,,,,,,,,
40003553001,    T6300002,,$2.00 ,,,,,,,,,,,
40003574001,585024,,$8.50 ,,,,,,,,,,,
40003579001,541418,,$4.14 ,,,,,,,,,,,
40003584001,557820,,$5.78 ,,,,,,,,,,,
40003592001,     B140502,,$14.43 ,,,,,,,,,,,
40003599001,135812,,$3.58 ,,,,,,,,,,,
40003620001,     BC00221,,$3.92 ,,,,,,,,,,,
40003621001,     BC02401,,$5.74 ,,,,,,,,,,,
40003623001,     BC02419,,$5.72 ,,,,,,,,,,,
40003630001,846523,,$2.23 ,,,,,,,,,,,
40003637001,1168028,,$16.80 ,,,,,,,,,,,
40003644001,424010,,$2.40 ,,,,,,,,,,,
40003645001,418508,,$1.85 ,,,,,,,,,,,
40003665001,    G1090004,,$29.00 ,,,,,,,,,,,
40003671001,542918,,$4.29 ,,,,,,,,,,,
40003681001, JPS50145T18,,$43.90 ,,,,,,,,,,,
40003711001,     P247T01,,$10.84 ,,,,,,,,,,,
40003712001,    S7625M01,,$10.84 ,,,,,,,,,,,
40003716001,124010,,$2.40 ,,,,,,,,,,,
40003726001,106801,,$14.53 ,,,,,,,,,,,
40003742001,     BC02407,,$5.73 ,,,,,,,,,,,
40003743001,     DR00721,,$7.25 ,,,,,,,,,,,
40003753001,     JD1041B,,$44.88 ,,,,,,,,,,,
40003766001,      B15301,,$6.75 ,,,,,,,,,,,
40003774001,232516,,$3.25 ,,,,,,,,,,,
40003778001,    CD180401,,$14.59 ,,,,,,,,,,,
40003782001,    S2061A08,,$17.56 ,,,,,,,,,,,
40003792001,  SBC3038001,,$4.94 ,,,,,,,,,,,
40003793001,846521,,$2.23 ,,,,,,,,,,,
40003821001,120810,,$2.08 ,,,,,,,,,,,
40003822001,118408,,$1.84 ,,,,,,,,,,,
40003841001,    IB023916,,$15.41 ,,,,,,,,,,,
40003857001,102201,,$11.54 ,,,,,,,,,,,
40003858001,102203,,$11.54 ,,,,,,,,,,,
40003867001, L9316SDA416,,$39.28 ,,,,,,,,,,,
40003868001,380024,,$8.00 ,,,,,,,,,,,
40003884001,563220,,$6.32 ,,,,,,,,,,,
40003886001,568322,,$6.83 ,,,,,,,,,,,
40003887001,583526,,$8.35 ,,,,,,,,,,,
40003893001,     B193210,,$20.70 ,,,,,,,,,,,
40003895001,101012314,,$13.77 ,,,,,,,,,,,
40003898001,    JT142808,,$24.41 ,,,,,,,,,,,
40003902001,    IT552320,,$16.42 ,,,,,,,,,,,
40003910001,    ID137001,,$21.58 ,,,,,,,,,,,
40003924001,     B210710,,$20.73 ,,,,,,,,,,,
40003926001,     B238703,,$22.73 ,,,,,,,,,,,
40003951001,   JS5014S33,,$44.66 ,,,,,,,,,,,
40003963001,   CCD425201,,$7.40 ,,,,,,,,,,,
40003964001,   CCD425219,,$7.40 ,,,,,,,,,,,
40003969001,     J013709,,$6.97 ,,,,,,,,,,,
40003975001,    ID144203,,$20.75 ,,,,,,,,,,,
40003978001,  TS12436C03,,$22.54 ,,,,,,,,,,,
40003981001,  T0982UBA03,,$17.54 ,,,,,,,,,,,
40003989001,832601,,$20.00 ,,,,,,,,,,,
40004008001,    50423D01,,$29.50 ,,,,,,,,,,,
40004009001,824309,,$21.43 ,,,,,,,,,,,
40004010001,1808716,,$34.04 ,,,,,,,,,,,
40004013001,125410,,$2.54 ,,,,,,,,,,,
40004016001,96101,,$18.57 ,,,,,,,,,,,
40004034001,    JW5180B7,,$44.89 ,,,,,,,,,,,
40004039001,845107,,$2.47 ,,,,,,,,,,,
40004040001,845119,,$2.47 ,,,,,,,,,,,
40004041001,846511,,$2.23 ,,,,,,,,,,,
40004042001,846515,,$2.47 ,,,,,,,,,,,
40004043001,    IB061402,,$19.67 ,,,,,,,,,,,
40004045001,     H001901,,$8.40 ,,,,,,,,,,,
40004047001,    SC309503,,$4.15 ,,,,,,,,,,,
40004053001,7699107,,$35.21 ,,,,,,,,,,,
40004054001,    52231C21,,$24.32 ,,,,,,,,,,,
40004055001,    9W842V15,,$16.33 ,,,,,,,,,,,
40004056001,   9W842BL01,,$16.32 ,,,,,,,,,,,
40004063001,       H6206,,$2.35 ,,,,,,,,,,,
40004064001,       H6221,,$2.34 ,,,,,,,,,,,
40004079001,134510,,$3.45 ,,,,,,,,,,,
40004099001,    2387TK09,,$18.62 ,,,,,,,,,,,
40004101001,    50288D11,,$22.35 ,,,,,,,,,,,
40004103001,22848,,$40.00 ,,,,,,,,,,,
40004106001,212601,,$12.38 ,,,,,,,,,,,
40004114001, L9545SDA437,,$39.11 ,,,,,,,,,,,
40004118001,1808701,,$33.00 ,,,,,,,,,,,
40004124001,      20-240,,$24.00 ,,,,,,,,,,,
40004125001,      20-242,,$25.20 ,,,,,,,,,,,
40004127001,    S1008103,,$20.55 ,,,,,,,,,,,
40004129001,     MC00628,,$8.32 ,,,,,,,,,,,
40004132001,     MC00708,,$9.32 ,,,,,,,,,,,
40004135001,       CAP28,,$5.82 ,,,,,,,,,,,
40004136001,10102214,,$25.32 ,,,,,,,,,,,
40004139001,780301,,$28.97 ,,,,,,,,,,,
40004140001,    SC408103,,$4.73 ,,,,,,,,,,,
40004141001,    SC408107,,$4.73 ,,,,,,,,,,,
40004142001,    SC408109,,$4.73 ,,,,,,,,,,,
40004143001,     G024607,,$6.42 ,,,,,,,,,,,
40004145001,     G046101,,$4.67 ,,,,,,,,,,,
40004147001,     G046123,,$4.67 ,,,,,,,,,,,
40004148001,     G046107,,$4.67 ,,,,,,,,,,,
40004149001,     G046111,,$4.67 ,,,,,,,,,,,
40004150001,     G035907,,$6.32 ,,,,,,,,,,,
40004151001,     J013707,,$6.97 ,,,,,,,,,,,
40004153001,631101,,$14.04 ,,,,,,,,,,,
40004154001,630908,,$24.04 ,,,,,,,,,,,
40004178001,      20-714,,$8.40 ,,,,,,,,,,,
40004182001,112316,,$3.16 ,,,,,,,,,,,
40004183001,108168,,$1.68 ,,,,,,,,,,,
40004186001,150211,,$17.42 ,,,,,,,,,,,
40004188001,160028,,$20.40 ,,,,,,,,,,,
40004189001,160315,,$18.40 ,,,,,,,,,,,
40004190001,160602,,$18.40 ,,,,,,,,,,,
40004191001,163201,,$17.40 ,,,,,,,,,,,
40004194001,163402,,$16.90 ,,,,,,,,,,,
40004195001,164027,,$16.40 ,,,,,,,,,,,
40004196001,164116,,$16.40 ,,,,,,,,,,,
40004203001,      B17806,,$5.40 ,,,,,,,,,,,
40004204001,      B17816,,$5.40 ,,,,,,,,,,,
40004213001,82697301,,$19.18 ,,,,,,,,,,,
40004214001,   ID1056411,,$26.67 ,,,,,,,,,,,
40004216001,   CCD425207,,$7.46 ,,,,,,,,,,,
40004251001,    RA117112,,$10.69 ,,,,,,,,,,,
40004270001,   DGT249915,,$12.64 ,,,,,,,,,,,
40004272001, ZYLD6006003,,$20.49 ,,,,,,,,,,,
40004274001,162900,,$21.61 ,,,,,,,,,,,
40004275001,164001,,$16.61 ,,,,,,,,,,,
40004276001,164015,,$16.61 ,,,,,,,,,,,
40004277001,2171312,,$14.11 ,,,,,,,,,,,
40004285001,   50506DK01,,$22.92 ,,,,,,,,,,,
40004294001,154418,,$13.03 ,,,,,,,,,,,
40004295001,166918,,$15.50 ,,,,,,,,,,,
40004298001,168620,,$14.50 ,,,,,,,,,,,
40004311001,   SGD163521,,$4.94 ,,,,,,,,,,,
40004313001,2085618,,$20.25 ,,,,,,,,,,,
40004314001,413016,,$16.50 ,,,,,,,,,,,
40004317001,    HT457511,,$12.88 ,,,,,,,,,,,
40004319001,   C133MBC09,,$21.28 ,,,,,,,,,,,
40004330001,101021019,,$15.37 ,,,,,,,,,,,
40004331001,101021021,,$15.37 ,,,,,,,,,,,
40004345001,122810,,$2.28 ,,,,,,,,,,,
40004348001,332514,,$3.25 ,,,,,,,,,,,
40004349001,     2491T20,,$19.92 ,,,,,,,,,,,
40004354001,    JS5148W4,,$44.87 ,,,,,,,,,,,
40004355001,     D393401,,$14.33 ,,,,,,,,,,,
40004356001,    HD482801,,$18.08 ,,,,,,,,,,,
40004365001,142227,,$14.46 ,,,,,,,,,,,
40004380001,12088721,,$26.64 ,,,,,,,,,,,
40004384001,123910,,$2.39 ,,,,,,,,,,,
40004386001,131112,,$3.11 ,,,,,,,,,,,
40004389001,      20-238,,$22.80 ,,,,,,,,,,,
40004393001,245016,,$4.50 ,,,,,,,,,,,
40004402001,721902,,$12.11 ,,,,,,,,,,,
40004403001,     TBA0101,,$3.99 ,,,,,,,,,,,
40004405001,     TBA0119,,$3.99 ,,,,,,,,,,,
40004406001, L9528SDA410,,$34.71 ,,,,,,,,,,,
40004410001,180920,,$14.51 ,,,,,,,,,,,
40004411001,180916,,$14.51 ,,,,,,,,,,,
40004412001,181507,,$16.51 ,,,,,,,,,,,
40004416001,      B19121,,$5.51 ,,,,,,,,,,,
40004418001,     B277509,,$19.31 ,,,,,,,,,,,
40004420001,     B218109,,$14.32 ,,,,,,,,,,,
40004428001,    KD509316,,$16.42 ,,,,,,,,,,,
40004436001,327514,,$2.75 ,,,,,,,,,,,
40004437001,337514,,$3.75 ,,,,,,,,,,,
40004439001,    IB064920,,$23.00 ,,,,,,,,,,,
40004440001,121010,,$2.10 ,,,,,,,,,,,
40004441001,131312,,$3.13 ,,,,,,,,,,,
40004443001,4106621,,$18.98 ,,,,,,,,,,,
40004446001,   MA4105001,,$23.48 ,,,,,,,,,,,
40004449001,     MS07104,,$17.48 ,,,,,,,,,,,
40004451001,183213,,$17.24 ,,,,,,,,,,,
40004452001,184911,,$14.75 ,,,,,,,,,,,
40004453001,184904,,$14.75 ,,,,,,,,,,,
40004454001,187318,,$16.75 ,,,,,,,,,,,
40004459001,185602,,$12.00 ,,,,,,,,,,,
40004466001,121410,,$2.14 ,,,,,,,,,,,
40004467001,132712,,$3.27 ,,,,,,,,,,,
40004470001,385025,,$8.50 ,,,,,,,,,,,
40004472001,    JS4480H2,,$40.30 ,,,,,,,,,,,
40004473001,    ID158211,,$20.34 ,,,,,,,,,,,
40004475001,   SUN167901,,$29.24 ,,,,,,,,,,,
40004477001,   LUR032320,,$24.24 ,,,,,,,,,,,
40004479001,   SUN100208,,$13.26 ,,,,,,,,,,,
40004483001,   ID1070202,,$19.04 ,,,,,,,,,,,
40004486001,   ID1074914,,$15.54 ,,,,,,,,,,,
40004488001,    IT596511,,$15.29 ,,,,,,,,,,,
40004505001,     Y508309,,$4.16 ,,,,,,,,,,,
40004513001,      P07404,,$11.21 ,,,,,,,,,,,
40004514001,      P09202,,$9.98 ,,,,,,,,,,,
40004516001,    JS4009C9,,$44.78 ,,,,,,,,,,,
40004519001,     B102613,,$14.42 ,,,,,,,,,,,
40004520001,     B127407,,$16.42 ,,,,,,,,,,,
40004521001,    DB106111,,$18.40 ,,,,,,,,,,,
40004523001,     B302314,,$18.42 ,,,,,,,,,,,
40004531001,   15BT11200,,$2.52 ,,,,,,,,,,,
40004538001,5110028,,$11.00 ,,,,,,,,,,,
40004539001,1160905,,$22.50 ,,,,,,,,,,,
40004550001, L4016SSR452,,$34.61 ,,,,,,,,,,,
40004551001,131510,,$3.15 ,,,,,,,,,,,
40004552001,138412,,$3.84 ,,,,,,,,,,,
40004561001,846502,,$2.25 ,,,,,,,,,,,
40004564001,846520,,$2.25 ,,,,,,,,,,,
40004565001,   CCD268001,,$4.99 ,,,,,,,,,,,
40004566001,   CCD268019,,$4.99 ,,,,,,,,,,,
40004570001,   SC3095B19,,$3.99 ,,,,,,,,,,,
40004574001,8011902,,$18.22 ,,,,,,,,,,,
40004576001,225816,,$9.62 ,,,,,,,,,,,
40004578001,     2438T02,,$17.24 ,,,,,,,,,,,
40004581001,    50424D02,,$22.23 ,,,,,,,,,,,
40004584001,198814,,$17.00 ,,,,,,,,,,,
40004585001,196501,,$16.53 ,,,,,,,,,,,
40004587001,184214,,$16.52 ,,,,,,,,,,,
40004590001,2158322,,$10.62 ,,,,,,,,,,,
40004593001,489014,,$14.22 ,,,,,,,,,,,
40004607001,      P42202,,$18.13 ,,,,,,,,,,,
40004608001,    168FLT08,,$13.93 ,,,,,,,,,,,
40004609001,    168FLT20,,$13.93 ,,,,,,,,,,,
40004615001,1851119,,$8.36 ,,,,,,,,,,,
40004618001,   JD1003S19,,$40.58 ,,,,,,,,,,,
40004620001,    JC266200,,$3.75 ,,,,,,,,,,,
40004623001,617506,,$1.75 ,,,,,,,,,,,
40004625001,237516,,$3.75 ,,,,,,,,,,,
40004627001,    T6110208,,$15.45 ,,,,,,,,,,,
40004628001,    T6114402,,$13.20 ,,,,,,,,,,,
40004629001,    S1008711,,$13.20 ,,,,,,,,,,,
40004631001,      M51420,,$13.19 ,,,,,,,,,,,
40004632001,442514,,$4.25 ,,,,,,,,,,,
40004634001,    BR199303,,$14.27 ,,,,,,,,,,,
40004637001,3031202,,$4.62 ,,,,,,,,,,,
40004639001,3201204,,$5.12 ,,,,,,,,,,,
40004654001,759204,,$10.84 ,,,,,,,,,,,
40004655001,      H63401,,$8.63 ,,,,,,,,,,,
40004656001,    ID164111,,$24.72 ,,,,,,,,,,,
40004657001,    23238P16,,$13.23 ,,,,,,,,,,,
40004658001, ZBJ00031311,,$13.23 ,,,,,,,,,,,
40004660001,    SC200101,,$10.22 ,,,,,,,,,,,
40004661001,    SC200119,,$10.22 ,,,,,,,,,,,
40004665001,    T6104904,,$14.75 ,,,,,,,,,,,
40004667001,      p46302,,$14.48 ,,,,,,,,,,,
40004670001,    10087D09,,$17.50 ,,,,,,,,,,,
40004672001,    60761C11,,$17.00 ,,,,,,,,,,,
40004673001,     4686T04,,$16.25 ,,,,,,,,,,,
40004676001,  ID11238021,,$18.77 ,,,,,,,,,,,
40004677001,205316,,$17.08 ,,,,,,,,,,,
40004678001,208408,,$20.56 ,,,,,,,,,,,
40004680001,208802,,$12.58 ,,,,,,,,,,,
40004681001,209102,,$17.08 ,,,,,,,,,,,
40004682001,209209,,$16.58 ,,,,,,,,,,,
40004695001,844316,,$19.34 ,,,,,,,,,,,
40004698001,     T378603,,$12.81 ,,,,,,,,,,,
40004699001,214801,,$18.63 ,,,,,,,,,,,
40004701001,208008,,$16.63 ,,,,,,,,,,,
40004702001,209718,,$18.63 ,,,,,,,,,,,
40004704001,213311,,$14.13 ,,,,,,,,,,,
40004705001,128110,,$2.81 ,,,,,,,,,,,
40004706001,134512,,$3.45 ,,,,,,,,,,,
40004714001,    SW225503,,$21.86 ,,,,,,,,,,,
40004715001,1101802,,$25.87 ,,,,,,,,,,,
40004716001,     BG37109,,$26.86 ,,,,,,,,,,,
40004717001,  2208T23919,,$10.05 ,,,,,,,,,,,
40004723001,21360320804,,$17.04 ,,,,,,,,,,,
40004724001,      J24602,,$19.15 ,,,,,,,,,,,
40004727001,212716,,$11.46 ,,,,,,,,,,,
40004728001,214204,,$17.45 ,,,,,,,,,,,
40004731001,    DB119102,,$11.48 ,,,,,,,,,,,
40004732001,    DB119108,,$11.48 ,,,,,,,,,,,
40004735001,     3707T01,,$16.16 ,,,,,,,,,,,
40004737001,  P930001T11,,$6.20 ,,,,,,,,,,,
40004738001,    IB071816,,$24.92 ,,,,,,,,,,,
40004741001,    CML01807,,$4.97 ,,,,,,,,,,,
40004742001,    CML01801,,$4.97 ,,,,,,,,,,,
40004745001,   CA0541102,,$13.40 ,,,,,,,,,,,
40004762001,143012,,$4.30 ,,,,,,,,,,,
40004763001,585020,,$8.50 ,,,,,,,,,,,
40004765001,5110030,,$11.00 ,,,,,,,,,,,
40004766001,   GG3734218,,$20.00 ,,,,,,,,,,,
40004767001,   GG3743304,,$16.00 ,,,,,,,,,,,
40004774001,    2438TA16,,$18.35 ,,,,,,,,,,,
40004780001,     B297102,,$17.51 ,,,,,,,,,,,
40004781001,     B356018,,$16.51 ,,,,,,,,,,,
40004792001,      S13600,,$3.13 ,,,,,,,,,,,
40004796001,124610,,$2.46 ,,,,,,,,,,,
40004798001,121910,,$2.19 ,,,,,,,,,,,
40004800001,     SMGia01,,$10.16 ,,,,,,,,,,,
40004802001,   SMMisba01,,$10.90 ,,,,,,,,,,,
40004806001,    D5031606,,$18.62 ,,,,,,,,,,,
40004808001,    S1000907,,$13.87 ,,,,,,,,,,,
40004809001,  ET1267AB16,,$15.24 ,,,,,,,,,,,
40004813001,874519,,$2.27 ,,,,,,,,,,,
40004814001,874521,,$2.29 ,,,,,,,,,,,
40004816001,215704,,$13.00 ,,,,,,,,,,,
40004817001,224111,,$12.00 ,,,,,,,,,,,
40004824001,      B23521,,$5.50 ,,,,,,,,,,,
40004832001,     M100818,,$10.25 ,,,,,,,,,,,
40004844001,     J307121,,$5.60 ,,,,,,,,,,,
40004852001,     B395608,,$12.57 ,,,,,,,,,,,
40004856001,   ZB2024218,,$15.50 ,,,,,,,,,,,
40004867001,    JK106818,,$20.25 ,,,,,,,,,,,
40004875001,     S600416,,$5.80 ,,,,,,,,,,,
40004880001,    13f13211,,$18.25 ,,,,,,,,,,,
40004881001,    JD1065S2,,$44.89 ,,,,,,,,,,,
40004884001,137514,,$3.75 ,,,,,,,,,,,
40004885001,     LINDY03,,$13.54 ,,,,,,,,,,,
40004898001,      B50121,,$21.90 ,,,,,,,,,,,
40004899001,     009CO01,,$10.29 ,,,,,,,,,,,
40004902001,  989822FS03,,$13.90 ,,,,,,,,,,,
40004905001,   HB209MD01,,$9.50 ,,,,,,,,,,,
40004907001,  LS1206CO20,,$18.90 ,,,,,,,,,,,
40004916001,330516,,$5.20 ,,,,,,,,,,,
40004917001,515004,,$4.20 ,,,,,,,,,,,
40004920001,   CRB521916,,$4.95 ,,,,,,,,,,,
40004933001,582107,,$9.39 ,,,,,,,,,,,
40004937001,882123,,$7.39 ,,,,,,,,,,,
40004938001,882107,,$7.39 ,,,,,,,,,,,
40004939001,882109,,$7.39 ,,,,,,,,,,,
40004947001,220716,,$16.68 ,,,,,,,,,,,
40004949001,     H744800,,$3.90 ,,,,,,,,,,,
40004951001,     H751600,,$2.90 ,,,,,,,,,,,
40004953001,  H7529NEW00,,$4.40 ,,,,,,,,,,,
40004954001,     H754600,,$3.90 ,,,,,,,,,,,
40004955001,     H755900,,$3.90 ,,,,,,,,,,,
40004962001,7777T1029108,,$7.50 ,,,,,,,,,,,
40004963001, 23801935S08,,$16.50 ,,,,,,,,,,,
40004965001,212BT3073S11,,$9.00 ,,,,,,,,,,,
40004968001, 39690284S07,,$22.00 ,,,,,,,,,,,
40004969001, 15623347S09,,$14.25 ,,,,,,,,,,,
40004971001,266WTL178028,,$14.00 ,,,,,,,,,,,
40004974001,    13A75718,,$22.53 ,,,,,,,,,,,
40004975001,     H983928,,$8.03 ,,,,,,,,,,,
40004979001,    1154hk20,,$17.93 ,,,,,,,,,,,
40004987001,   ,  ,0,24,  ,  ,  ,  ,  ,0,1,0,0,1
40004987001,     C701000,,$9.75 ,,,,,,,,,,,
40004988001,     C720100,,$9.75 ,,,,,,,,,,,
40004993001,367520,,$6.75 ,,,,,,,,,,,
40004995001,5998101,,$15.75 ,,,,,,,,,,,
40004996001,5998107,,$15.75 ,,,,,,,,,,,
40004998001,327000,,$3.77 ,,,,,,,,,,,
40004999001,330600,,$4.52 ,,,,,,,,,,,
40005005001,    JC350200,,$6.27 ,,,,,,,,,,,
40005007001,    JC355600,,$5.27 ,,,,,,,,,,,
40005009001,    JC356000,,$5.52 ,,,,,,,,,,,
40005013001,5140036,,$14.00 ,,,,,,,,,,,
40005019001,   MLG055801,,$3.53 ,,,,,,,,,,,
40005020001,   MLG055827,,$3.53 ,,,,,,,,,,,
40005023001, DRWNT103501,,$25.43 ,,,,,,,,,,,
40005024001, DRWNT126729,,$25.43 ,,,,,,,,,,,
40005025001,  DRWNT99729,,$25.43 ,,,,,,,,,,,
40005026001, DRWNT111901,,$25.43 ,,,,,,,,,,,
40005027001, DRWNT111923,,$25.43 ,,,,,,,,,,,
40005028001, DRWNT111930,,$25.43 ,,,,,,,,,,,
40005029001,     BC02409,,$5.74 ,,,,,,,,,,,
40005031001,    TB000111,,$2.24 ,,,,,,,,,,,
40005032001,    TB000116,,$2.24 ,,,,,,,,,,,
40005033001,    TB000130,,$2.24 ,,,,,,,,,,,
40005035001,     TBX0201,,$3.84 ,,,,,,,,,,,
40005036001,     TBX0209,,$3.74 ,,,,,,,,,,,
40005037001,     TBX0219,,$3.84 ,,,,,,,,,,,
40005038001,574511,,$2.96 ,,,,,,,,,,,
40005048001,874502,,$2.21 ,,,,,,,,,,,
40005050001,874528,,$2.27 ,,,,,,,,,,,
40005051001,8121611,,$13.93 ,,,,,,,,,,,
40005052001,812131,,$16.93 ,,,,,,,,,,,
40005057001,1032915,,$18.53 ,,,,,,,,,,,
40005059001,     B398703,,$15.47 ,,,,,,,,,,,
40005065001,    PE398311,,$16.47 ,,,,,,,,,,,
40005066001,    PE398703,,$17.47 ,,,,,,,,,,,
40005067001,    PE419418,,$15.47 ,,,,,,,,,,,
40005068001,    T3516707,,$18.47 ,,,,,,,,,,,
40005069001,    PE375111,,$15.47 ,,,,,,,,,,,
40005070001,     B352308,,$9.47 ,,,,,,,,,,,
40005075001,  TTAG119329,,$8.28 ,,,,,,,,,,,
40005077001,  TMCJ142802,,$12.60 ,,,,,,,,,,,
40005081001,  Cherry0128,,$10.00 ,,,,,,,,,,,
40005082001, Georgia7228,,$17.75 ,,,,,,,,,,,
40005084001,    Moto1403,,$19.25 ,,,,,,,,,,,
40005094001,1030618,,$16.25 ,,,,,,,,,,,
40005095001,2204524,,$26.27 ,,,,,,,,,,,
40005096001,10033601,,$12.27 ,,,,,,,,,,,
40005100001,9256600,,$11.27 ,,,,,,,,,,,
40005104001,920030,,$17.83 ,,,,,,,,,,,
40005110001,12302103,,$23.83 ,,,,,,,,,,,
40005111001,    HP523001,,$17.38 ,,,,,,,,,,,
40005120001,    HB204528,,$16.18 ,,,,,,,,,,,
40005121001,    HB212030,,$14.18 ,,,,,,,,,,,
40005122001,  CO08F20430,,$14.68 ,,,,,,,,,,,
40005123001,    CB066329,,$14.68 ,,,,,,,,,,,
40005125001,TQ231RNCSC12,,$18.25 ,,,,,,,,,,,
40005127001,   QT7050909,,$18.25 ,,,,,,,,,,,
40005130001,35103107,,$9.50 ,,,,,,,,,,,
40005134001,812607,,$19.08 ,,,,,,,,,,,
40005140001,262313501,,$15.00 ,,,,,,,,,,,
40005142001, 5665MF80429,,$18.25 ,,,,,,,,,,,
40005143001, 1046MF40011,,$16.50 ,,,,,,,,,,,
40005152001,    JS4009S2,,$44.85 ,,,,,,,,,,,
40005158001,    S1003211,,$12.07 ,,,,,,,,,,,
40005161001,134912,,$3.49 ,,,,,,,,,,,
40005162001,   SC3085B03,,$4.05 ,,,,,,,,,,,
40005163001,   SC3085B08,,$4.05 ,,,,,,,,,,,
40005164001,   SC3085B30,,$4.05 ,,,,,,,,,,,
40005165001,  FRLJ072201,,$11.05 ,,,,,,,,,,,
40005166001,  FRLJ072228,,$11.05 ,,,,,,,,,,,
40005167001,  SC04081B01,,$4.85 ,,,,,,,,,,,
40005191001,     B399130,,$15.83 ,,,,,,,,,,,
40005193001,      20-134,,$20.40 ,,,,,,,,,,,
40005197001,    1277NM00,,$7.90 ,,,,,,,,,,,
40005202001,    12B52529,,$10.05 ,,,,,,,,,,,
40005203001,    12B52523,,$10.25 ,,,,,,,,,,,
40005205001,   T15540209,,$16.35 ,,,,,,,,,,,
40005207001,849330,,$15.35 ,,,,,,,,,,,
40005212001,568018,,$18.75 ,,,,,,,,,,,
40005214001,564900,,$17.50 ,,,,,,,,,,,
40005218001,427301,,$9.75 ,,,,,,,,,,,
40005220001,116608,,$1.66 ,,,,,,,,,,,
40005221001,117710,,$1.77 ,,,,,,,,,,,
40005222001,133512,,$3.35 ,,,,,,,,,,,
40005224001,6131213,,$16.34 ,,,,,,,,,,,
40005229001,     LG00303,,$7.43 ,,,,,,,,,,,
40005234001, L9118SSR348,,$34.00 ,,,,,,,,,,,
40005235001, L9528SAF495,,$40.00 ,,,,,,,,,,,
40005237001,282607,,$25.50 ,,,,,,,,,,,
40005240001,174803,,$15.50 ,,,,,,,,,,,
40005241001,1119223021,,$25.50 ,,,,,,,,,,,
40005242001,112430,,$25.50 ,,,,,,,,,,,
40005243001,1119135916,,$25.50 ,,,,,,,,,,,
40005248001,      S62900,,$4.50 ,,,,,,,,,,,
40005252001,      S45200,,$6.00 ,,,,,,,,,,,
40005256001,337516,,$3.75 ,,,,,,,,,,,
40005258001,800801,,$3.52 ,,,,,,,,,,,
40005259001,800823,,$3.52 ,,,,,,,,,,,
