UPC1, Item, Descrption, Price, Cost, Category, SubCategory, SubCategory2, SubCategory3, Vendor, Gigis-Raleigh, Gigis-Cary, Violet-Rareigh, Violet-CaryTotal Inventory
40000000380 ,   ,  , 10 ,   ,  ,  ,  ,  ,  , 5 , 0 , 0 , 0 , 5
40000003495 ,   ,  , 16 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000000381 ,   ,  , 12 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000001873 ,   , Scoop Neck Tee , 12 ,   , Apparel ,  ,  ,  ,  , 11 , 0 , 0 , 0 , 11
40000001938 ,   ,  , 14 ,   ,  ,  ,  ,  ,  , 4 , 0 , 0 , 0 , 4
40000003058 ,   ,  , 14 ,   ,  ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000003742 ,   ,  , 25 ,   ,  ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000003972 ,   , Mint Dress , 62 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000003508 ,   ,  , 54 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003938 ,   , Print Romper , 68 ,   ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003776 ,   , Lace Up Bell Sleeve Top , 35 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003773 ,   , Embroidered Tribal Tank , 32 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003486 ,   ,  , 43 ,   ,  ,  ,  ,  ,  , 4 , 0 , 0 , 0 , 4
40000004056 ,   , Maxi Skirt , 49 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003920 ,   , Tie Back Dress , 89 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003847 ,   , Peacock Top , 41 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003844 ,   , Teal Top , 41 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000002998 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000001851 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 5 , 0 , 0 , 0 , 5
40000001526 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003274 ,   ,  , 45 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003105 ,   ,  , 46 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003867 ,   , Ash Blonde Top , 49 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003763 ,   , Khaki/White Tank , 48 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003764 ,   , Black/White Stripes Away , 48 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000002948 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004177 ,   , HAYDEN , 49 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004140 ,   , PRINTED WINE , 44 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003343 ,   ,  , 40 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003559 ,   ,  , 35 ,   ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003572 ,   ,  , 30 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003969 ,   , Yellow/Pink Dress , 58 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003369 ,   ,  , 52 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003370 ,   ,  , 52 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003373 ,   ,  , 54 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004022 ,   , Sleeveless Stripe , 62 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003901 ,   , Tie up Top with Lace , 39 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003483 ,   ,  , 34 ,   ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003423 ,   ,  , 50 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003487 ,   ,  , 43 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003576 ,   ,  , 40 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003859 ,   , Mixed Green TOp , 49 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003488 ,   ,  , 54 ,   ,  ,  ,  ,  ,  , 4 , 0 , 0 , 0 , 4
40000004148 ,   , Printed Jumpsuit , 54 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003850 ,   , Navy Top , 41 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003921 ,   , Layered Tunic , 84 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003862 ,   , Navy Top , 52 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003838 ,   , Railroads Stripe , 50 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000002420 ,   ,  , 64 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003513 ,   ,  , 60 ,   ,  ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000003755 ,   ,  , 28 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003489 ,   ,  , 39 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003051 ,   ,  , 78 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003661 ,   ,  , 85 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003833 ,   , Turq/Navy Print Maxi , 49 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003994 ,   , Printed Island , 49 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000003725 ,   ,  , 56 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003926 ,   , Halter Dress , 79 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003497 ,   ,  , 54 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003780 ,   , Printed Yoke Top , 37 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003520 ,   ,  , 35 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003342 ,   ,  , 20 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003392 ,   ,  , 32 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000001494 ,   ,  , 12 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000000987 ,   ,  , 14 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003968 ,   , Pink Dress , 62 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003659 ,   ,  , 100 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003846 ,   , Rose Top , 46 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004142 ,   , PINK PRINT , 46 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003831 ,   , Pink Lady Top , 41 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004029 ,   , V Neck Long Tunic , 58 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003500 ,   ,  , 34 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003614 ,   ,  , 56 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003900 ,   , Black Printes Maxi , 37 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003167 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003993 ,   , Black and White , 52 ,   , Apparel ,  ,  ,  ,  , 4 , 0 , 0 , 0 , 4
40000003321 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003415 ,   ,  , 34 ,   ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003777 ,   , Shift Dress with Cape , 37 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004101 ,   , Slimsations Bottom , 54 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003707 ,   ,  , 49 ,   ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003830 ,   , White Vest , 49 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004021 ,   , White Flow Top , 58 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003765 ,   , White Jet Set Linen , 58 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004291 ,   , Gigis Handbag , 29 ,   , Accessory  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004283 ,   , Gigis Handbag , 59 ,   , Accessory  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004419 ,   , ganz , 12 ,   , Accessory  ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004271 ,   , Gigis Handbag , 45 ,   , Accessory  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004287 ,   , Gigis Handbag , 24 ,   , Accessory  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003517 ,   ,  , 26 ,   ,  ,  ,  ,  ,  , 7 , 0 , 0 , 0 , 7
40000004257 ,   , Kori , 42 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003615 ,   ,  , 72 ,   ,  ,  ,  ,  ,  , 6 , 0 , 0 , 0 , 6
40000004237 ,   , Landscape Piko , 30 ,   , Apparel ,  ,  ,  ,  , 4 , 0 , 0 , 0 , 4
40000004321 ,   , Caramela Navy Top , 42 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004300 ,   , White Flare , 69 ,   , Apparel ,  ,  ,  ,  , 4 , 0 , 0 , 0 , 4
40000004001 ,   , Sky diver Lace , 74 ,   , Apparel ,  ,  ,  ,  , 4 , 0 , 0 , 0 , 4
40000004479 ,   , NIKIBIKI Vintage Legging , 37 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004299 ,   , Distressed Crop , 79 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003870 ,   , Hem&Thread Grey/Purp Top , 45 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004365 ,   , Entro , 48 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004285 ,   , Gigis Handbag , 39 ,   , Accessory  ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004278 ,   , Gigis Handbags , 39 ,   , Accessory  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004318 ,   , Caramela Blush Top , 42 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004346 ,   , Blu Pepper Woven Skirt , 34 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004351 ,   , Blu Pepper Top , 24 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004350 ,   , Blu Pepper Top , 24 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004344 ,   , Blu Pepper Woven Pant , 42 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000003719 ,   ,  , 44 ,   ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004443 ,   , En Creme  Olive Vest , 52 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004393 ,   , Wishlist V-Neck Top , 39 ,   , Apparel ,  ,  ,  ,  , 5 , 0 , 0 , 0 , 5
40000004444 ,   , En Creme  Pink Print Romper , 42 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004439 ,   , En Creme Long Sleeve Blush Tas , 47 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004206 ,   , Lace Extender , 42 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004474 ,   , GT5 Olive L/S , 39 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004232 ,   , Woven Dress , 58 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004433 ,   , Blue Pepper Burgundy Top , 42 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004273 ,   , Gigis Handbag , 39 ,   , Accessory  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003524 ,   ,  , 55 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004289 ,   , Gigis Handbag , 64 ,   , Accessory  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004534 ,   , POL Lace Up Blue Top , 42 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004442 ,   , En Creme  Pink Dress , 39 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004441 ,   , En Creme Dusty , 47 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004302 ,   , Blu Pepper , 39 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004530 ,   , Tan/Wine Print Dress , 49 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000001492 ,   ,  , 16 ,   ,  ,  ,  ,  ,  , 8 , 0 , 0 , 0 , 8
40000004395 ,   , Wishlist Strappy Back Top , 39 ,   , Apparel ,  ,  ,  ,  , 7 , 0 , 0 , 0 , 7
40000004198 ,   , Palazzo Pant , 124 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000003997 ,   , Open front Lace shirt , 39 ,   , Apparel ,  ,  ,  ,  , 4 , 0 , 0 , 0 , 4
40000004269 ,   , Gigis Handbag , 29 ,   , Accessory  ,  ,  ,  ,  , 4 , 0 , 0 , 0 , 4
40000004281 ,   , Gigis Handbag , 39 ,   , Accessory  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004277 ,   , Gigis Handbag , 42 ,   , Accessory  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003409 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003304 ,   ,  , 42 ,   ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004515 ,   , Moto Jacket Grey , 49 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004037 ,   , Nine Planet Dark , 42 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004516 ,   , Denim Tie Dress , 54 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004238 ,   , Tropical Piko , 30 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004301 ,   , Destroyed Flare , 79 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004532 ,   , En Creme White Top , 37 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004008 ,   , Ruffled Up tank , 29 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004038 ,   , Nine Planet Dark , 42 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003839 ,   , Apricot Blouse , 41 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004317 ,   , Caramela Lace Top , 42 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004143 ,   , NAVY STRIPES , 41 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004137 ,   , TIEDIE BLOUSE , 56 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003829 ,   , Piko Tank , 24 ,   , Apparel ,  ,  ,  ,  , 5 , 0 , 0 , 0 , 5
40000004319 ,   , Caramela Peach/Orange Top , 42 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003896 ,   , Coral High Low , 28 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003811 ,   , Distressed Denim Shorts , 31 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004141 ,   , JADE DOTS , 41 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004364 ,   , Entro , 39 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004078 ,   , Blush Noir Top , 60 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004172 ,   , Everly , 42 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004320 ,   , Caramela Neon Royal Top , 42 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003758 ,   , Piko Dress , 28 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004136 ,   , BLUE/PINK DRESS , 44 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004176 ,   , Blush Noir , 48 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004171 ,   , Everly , 44 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003992 ,   , Roll Sleeve Top , 79 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004003 ,   , Easy Top , 74 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004233 ,   , Knit Top , 42 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004144 ,   , WHITE SCALLOP , 41 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004204 ,   , Savannah Print Top , 64 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004095 ,   , Multiples Canary Top , 59 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004028 ,   , Asymmetric Trim Tunic , 62 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004409 ,   , Blk/Rust Cardi , 49 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000004408 ,   , Rust Combo , 49 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003663 ,   ,  , 69 ,   ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003952 ,   , Hi-Lo Top , 49 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003919 ,   , Wide Strap Wrap Dress , 94 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004437 ,   , Isel Navajo Paisley Dress , 119 ,   , Apparel ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000002551 ,   ,  , 35 ,   ,  ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004518 ,   , Soft Cropped Jacket , 52 ,   , Apparel ,  ,  ,  ,  , 6 , 0 , 0 , 0 , 6
40000004535 ,   , POL Embroidered Vest , 44 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004514 ,   , Red Coat with Sequin , 49 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004436 ,   , Isle True Blue Aspen Top , 85 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004435 ,   , Isle Navy Top , 69 ,   , Apparel ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000003800 ,   , Denim Sandel , 19 ,   , Footwear ,  ,  ,  ,  , 5 , 0 , 0 , 0 , 5
40000004529 ,   , denim flat with wrap tassel , 24 ,   , Footwear ,  ,  ,  ,  , 9 , 0 , 0 , 0 , 9
40000003953 ,   , Asymmetrical Sandal , 24 ,   , Footwear ,  ,  ,  ,  , 5 , 0 , 0 , 0 , 5
40000004024 ,   , Tan Strap Sandal , 32 ,   , Footwear ,  ,  ,  ,  , 8 , 0 , 0 , 0 , 8
40000003799 ,   , Natural Wedge , 39 ,   , Footwear ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000004121 ,   , Cross Strap , 40 ,   , Footwear ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003731 ,   ,  , 19 ,   ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003801 ,   , Beige Wedge , 39 ,   , Footwear ,  ,  ,  ,  , 6 , 0 , 0 , 0 , 6
40000004475 ,   , GT5 Wine L/S , 39 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004210 ,   , Cap Sleeve Multi Print , 59 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000004007 ,   , 2 Way Sweater , 98 ,   , Apparel ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
